1.512664295262684192e-04,1.413218327198785095e-04,1.043155949463839808e-04,1.244959205274001211e-04,1.463030384274108286e-04,1.849787878157414930e-04,1.116455159488272066e-04,1.017499978172885298e-04,1.627895820665528506e-04,1.169319134680011328e-04
1.654345671627177529e-04,1.532405434982769181e-04,1.211284643011641761e-04,1.138547041567347499e-04,1.863630752246902915e-04,1.251231588276878600e-04,1.665437850342023655e-04,1.182944193161245905e-04,1.170972891316709644e-04,1.847521337764954107e-04
1.292220455086227665e-04,1.353179650134333448e-04,1.352028676379632497e-04,1.843769649268985132e-04,1.787967719632441697e-04,1.983684146890145003e-04,1.304770636973960358e-04,1.744962859779073479e-04,1.233104620196866523e-04,1.160248438742321697e-04
1.199436962036866606e-04,1.792848282977556741e-04,1.986950098984354590e-04,1.117138054665725962e-04,1.668087384097860948e-04,1.097178025869809852e-04,1.426551306657485073e-04,1.496606134502054557e-04,1.174702351645819928e-04,1.473352809784809992e-04
1.721319049508498067e-04,1.432177913750393465e-04,1.677381253715307693e-04,1.749122230818627105e-04,1.056034159064178244e-04,1.297351781038409376e-04,1.568733786858856282e-04,1.764445454165922546e-04,1.538265118286476620e-04,1.809511161604669834e-04
1.889452008185200850e-04,1.959299880653950329e-04,1.783357530150593844e-04,1.562583547233834728e-04,1.937597443636701752e-04,1.390542782843144567e-04,1.963084216510622016e-04,1.862005037842322122e-04,1.325979797360406730e-04,1.259286387104557045e-04
1.990324017748113384e-04,1.284749479317694599e-04,1.417601914194446648e-04,1.046845218341661046e-04,1.625260404181723037e-04,1.213066138046900113e-04,1.600921541324258417e-04,1.986237323378671460e-04,1.288968275969151593e-04,1.744876209356579241e-04
1.321192418599287724e-04,1.459125507989411739e-04,1.641178335366377708e-04,1.344867260804005424e-04,1.932241689052588711e-04,1.466282482620163790e-04,1.346709299415656843e-04,1.294479418020359719e-04,1.380592523073412531e-04,1.265302574219804297e-04
1.036151725164580044e-04,1.283151811508582779e-04,1.130474446124465405e-04,1.272386081893238038e-04,1.293673195037269930e-04,1.044793950382846094e-04,1.989736715302033187e-04,1.795792002382111537e-04,1.384952342898662159e-04,1.300578734144478812e-04
1.372438120278714039e-04,1.068438003667061316e-04,1.841918127201071947e-04,1.525984669131411444e-04,1.040453034256550824e-04,1.404953435008643111e-04,1.732911421844825900e-04,1.249336879281030778e-04,1.479404628957067878e-04,1.302121966199549022e-04
1.459030493635283632e-04,1.811729629540218662e-04,1.624621662318193158e-04,1.298252616635593075e-04,1.724072231674415217e-04,1.438986211591141860e-04,1.886268483155178815e-04,1.327866092993950351e-04,1.377115349314566846e-04,1.231377017695320223e-04
1.335395079048691330e-04,1.062460324139429885e-04,1.979618488829275715e-04,1.354747971796431362e-04,1.669174608883918377e-04,1.936857955697079308e-04,1.888174514634838980e-04,1.904583762283387782e-04,1.262983889332610341e-04,1.720963032275678382e-04
1.676840920687902028e-04,1.737811168338000082e-04,1.275809910740816836e-04,1.357074323773357243e-04,1.519931898122310978e-04,1.783052923211044102e-04,1.608837546118542701e-04,1.181529417690436800e-04,1.431963819351660323e-04,1.775947142363144002e-04
1.814287009073088349e-04,1.320345527119581278e-04,1.321532918867818684e-04,1.765702608996602729e-04,1.518125878398286560e-04,1.167413397156368053e-04,1.755420386677143966e-04,1.888771266932541960e-04,1.049681392858278821e-04,1.394047349349761668e-04
1.292191029254997718e-04,1.545848152228175923e-04,1.484651761512764223e-04,1.918578230835505381e-04,1.478804178494950224e-04,1.950472026031257414e-04,1.283846704780114314e-04,1.157567384166225468e-04,1.746606240942298659e-04,1.091711393139650294e-04
1.172094393341103195e-04,1.074399797183141111e-04,1.005955835708724201e-04,1.632969056497978887e-04,1.086431264026749987e-04,1.407027580529983390e-04,1.090429652941020064e-04,1.722865178489605277e-04,1.673812667106827298e-04,1.057066813999721258e-04
1.014997489157510680e-04,1.186736900649468148e-04,1.635244239659825350e-04,1.498607458137753807e-04,1.139423872023537855e-04,1.286991716360168638e-04,1.410269758861821274e-04,1.859424635178691637e-04,1.785399453010239469e-04,1.449208101594720219e-04
1.851967916393870391e-04,1.831290306432435862e-04,1.496327639274277110e-04,1.824401750688264010e-04,1.900192572441675751e-04,1.109051312385387364e-04,1.756722578465005880e-04,1.020352911281234342e-04,1.826653220962295846e-04,1.336821512976673590e-04
1.549586939273538545e-04,1.701940831250102427e-04,1.370242582149448904e-04,1.989440171654458748e-04,1.997749503519140823e-04,1.699617555139444505e-04,1.023163536072074130e-04,1.515284670604815211e-04,1.435237142503497298e-04,1.920734958768588777e-04
1.768327721281134034e-04,1.540364078706378450e-04,1.996078044684195885e-04,1.166341358945862690e-04,1.815059186175784259e-04,1.349493409066046068e-04,1.323727992884935584e-04,1.555782136734702953e-04,1.281329797403272369e-04,1.361354899664594779e-04
1.527528031017010848e-04,1.532386350553079947e-04,1.072732972440883123e-04,1.115877003237803318e-04,1.053874319182936510e-04,1.416937007336609839e-04,1.855341081842294270e-04,1.017581795286108873e-04,1.479788403586331565e-04,1.977809757544068459e-04
